dateISO,p_mean,regionDesc,country
01/05/2021,0.9738462,West Midlands,England
01/05/2021,0.89499998,Yorkshire & Humber,England
01/05/2021,0.99242425,North West,England
01/05/2021,0.93578947,North,England
01/05/2021,0.87714285,Wales,Wales
01/05/2021,0.81461537,Scotland,Scotland
01/05/2021,0.91166669,Northern Ireland,Northern Ireland
01/06/2021,1.0744681,London,England
01/06/2021,0.99230772,South East,England
01/06/2021,0.87605262,South West,England
01/06/2021,0.98722225,East Anglia,England
01/06/2021,0.97151518,East Midlands,England
01/06/2021,0.92482758,West Midlands,England
01/06/2021,0.87266666,Yorkshire & Humber,England
01/06/2021,1.0020409,North West,England
01/06/2021,0.89736843,North,England
01/06/2021,0.90611112,Wales,Wales
01/06/2021,0.79256409,Scotland,Scotland
01/06/2021,1.0509092,Northern Ireland,Northern Ireland
01/07/2021,1.0389855,London,England
01/07/2021,0.94460529,South East,England
01/07/2021,0.89619046,South West,England
01/07/2021,0.99770832,East Anglia,England
01/07/2021,0.93966669,East Midlands,England
01/07/2021,0.92720932,West Midlands,England
01/07/2021,0.86921054,Yorkshire & Humber,England
01/07/2021,0.96689653,North West,England
01/07/2021,0.77954543,North,England
01/07/2021,0.90578949,Wales,Wales
01/07/2021,0.75119048,Scotland,Scotland
01/07/2021,1.0014286,Northern Ireland,Northern Ireland
01/08/2021,1.0174242,London,England
01/08/2021,0.9612987,South East,England
01/08/2021,0.80560976,South West,England
01/08/2021,0.96921569,East Anglia,England
01/08/2021,0.95151514,East Midlands,England
01/08/2021,0.87780488,West Midlands,England
01/08/2021,0.86292684,Yorkshire & Humber,England
01/08/2021,0.95203704,North West,England
01/08/2021,0.86150002,North,England
01/08/2021,0.88476193,Wales,Wales
01/08/2021,0.7726087,Scotland,Scotland
01/08/2021,0.95411766,Northern Ireland,Northern Ireland
01/09/2021,1.0344445,London,England
01/09/2021,0.97873241,South East,England
01/09/2021,0.86609757,South West,England
01/09/2021,0.94078434,East Anglia,England
01/09/2021,0.92378378,East Midlands,England
01/09/2021,0.90428573,West Midlands,England
01/09/2021,0.89275002,Yorkshire & Humber,England
01/09/2021,0.95796299,North West,England
01/09/2021,0.81380951,North,England
01/09/2021,0.90333337,Wales,Wales
01/09/2021,0.75955558,Scotland,Scotland
01/09/2021,1.0405883,Northern Ireland,Northern Ireland
01/10/2021,1.0334921,London,England
01/10/2021,0.98383564,South East,England
01/10/2021,0.81800002,South West,England
01/10/2021,0.89558136,East Anglia,England
01/10/2021,0.99250001,East Midlands,England
01/10/2021,0.92052633,West Midlands,England
01/10/2021,0.90899998,Yorkshire & Humber,England
01/10/2021,0.9774074,North West,England
01/10/2021,0.86478257,North,England
01/10/2021,0.95409089,Wales,Wales
01/10/2021,0.78347826,Scotland,Scotland
01/10/2021,1.035,Northern Ireland,Northern Ireland
01/11/2021,1.03,London,England
01/11/2021,1.0020895,South East,England
01/11/2021,0.87186044,South West,England
01/11/2021,0.92538464,East Anglia,England
01/11/2021,0.99189192,East Midlands,England
01/11/2021,0.91081083,West Midlands,England
01/11/2021,0.90634149,Yorkshire & Humber,England
01/11/2021,0.97509092,North West,England
01/11/2021,0.86000001,North,England
01/11/2021,1.0013636,Wales,Wales
01/11/2021,0.80377775,Scotland,Scotland
01/11/2021,1.0133333,Northern Ireland,Northern Ireland
01/12/2021,1.0440909,London,England
01/12/2021,0.97555554,South East,England
01/12/2021,0.86270273,South West,England
01/12/2021,0.93902439,East Anglia,England
01/12/2021,0.98105264,East Midlands,England
01/12/2021,0.86289471,West Midlands,England
01/12/2021,0.87560976,Yorkshire & Humber,England
01/12/2021,0.95017856,North West,England
01/12/2021,0.8757143,North,England
01/12/2021,0.98333335,Wales,Wales
01/12/2021,0.81288892,Scotland,Scotland
01/12/2021,1.0130769,Northern Ireland,Northern Ireland
01/01/2022,1.023662,London,England
01/01/2022,0.9882192,South East,England
01/01/2022,0.8107143,South West,England
01/01/2022,0.93536586,East Anglia,England
01/01/2022,0.96151513,East Midlands,England
01/01/2022,0.90210527,West Midlands,England
01/01/2022,0.88849998,Yorkshire & Humber,England
01/01/2022,0.96107143,North West,England
01/01/2022,0.90473688,North,England
01/01/2022,0.98391306,Wales,Wales
01/01/2022,0.81295455,Scotland,Scotland
01/01/2022,1.0653846,Northern Ireland,Northern Ireland
01/02/2022,1.0088406,London,England
01/02/2022,0.96704227,South East,England
01/02/2022,0.80521739,South West,England
01/02/2022,0.93511629,East Anglia,England
01/02/2022,0.97545457,East Midlands,England
01/02/2022,0.93147057,West Midlands,England
01/02/2022,0.89783782,Yorkshire & Humber,England
01/02/2022,0.95932204,North West,England
01/02/2022,1.021,North,England
01/02/2022,1.0039999,Wales,Wales
01/02/2022,0.8093617,Scotland,Scotland
01/02/2022,1.1227778,Northern Ireland,Northern Ireland
01/03/2022,0.99699998,London,England
01/03/2022,0.97855264,South East,England
01/03/2022,0.86270833,South West,England
01/03/2022,0.93888891,East Anglia,England
01/03/2022,0.98722225,East Midlands,England
01/03/2022,0.92906249,West Midlands,England
01/03/2022,0.93315792,Yorkshire & Humber,England
01/03/2022,0.98203391,North West,England
01/03/2022,0.92888892,North,England
01/03/2022,1.0095239,Wales,Wales
01/03/2022,0.80285716,Scotland,Scotland
01/03/2022,1.04,Northern Ireland,Northern Ireland
01/04/2022,0.9688406,London,England
01/04/2022,0.9535526,South East,England
01/04/2022,0.88108695,South West,England
01/04/2022,0.96465117,East Anglia,England
01/04/2022,0.93235296,East Midlands,England
01/04/2022,0.89947367,West Midlands,England
01/04/2022,0.90162164,Yorkshire & Humber,England
01/04/2022,0.99372882,North West,England
01/04/2022,0.82099998,North,England
01/04/2022,0.94652176,Wales,Wales
01/04/2022,0.82978261,Scotland,Scotland
01/04/2022,1.0727777,Northern Ireland,Northern Ireland
01/05/2022,0.96626866,London,England
01/05/2022,1.0094872,South East,England
01/05/2022,0.85923076,South West,England
01/05/2022,0.95574468,East Anglia,England
01/05/2022,0.97750002,East Midlands,England
01/05/2022,0.92250001,West Midlands,England
01/05/2022,0.94825,Yorkshire & Humber,England
01/05/2022,0.99636364,North West,England
01/05/2022,0.79799998,North,England
01/05/2022,0.97458333,Wales,Wales
01/05/2022,0.85416669,Scotland,Scotland
01/05/2022,1.0226667,Northern Ireland,Northern Ireland
01/06/2022,1.0070149,London,England
01/06/2022,1.0065789,South East,England
01/06/2022,0.84435898,South West,England
01/06/2022,0.96340424,East Anglia,England
01/06/2022,0.98562497,East Midlands,England
01/06/2022,0.89918917,West Midlands,England
01/06/2022,0.90447366,Yorkshire & Humber,England
01/06/2022,0.98807019,North West,England
01/06/2022,0.78863639,North,England
01/06/2022,0.91727275,Wales,Wales
01/06/2022,0.84280002,Scotland,Scotland
01/06/2022,1.0942857,Northern Ireland,Northern Ireland
01/07/2022,1.030625,London,England
01/07/2022,1.0039437,South East,England
01/07/2022,0.87333333,South West,England
01/07/2022,0.95680851,East Anglia,England
01/07/2022,0.98382354,East Midlands,England
01/07/2022,0.85743588,West Midlands,England
01/07/2022,0.90047622,Yorkshire & Humber,England
01/07/2022,0.97964913,North West,England
01/07/2022,0.79347825,North,England
01/07/2022,0.99521738,Wales,Wales
01/07/2022,0.86122447,Scotland,Scotland
01/07/2022,1.0438461,Northern Ireland,Northern Ireland
01/08/2022,0.9871642,London,England
01/08/2022,0.97360003,South East,England
01/08/2022,0.91139537,South West,England
01/08/2022,0.91360003,East Anglia,England
01/08/2022,1.0109091,East Midlands,England
01/08/2022,0.86055553,West Midlands,England
01/08/2022,0.88775003,Yorkshire & Humber,England
01/08/2022,0.99862069,North West,England
01/08/2022,0.81090909,North,England
01/08/2022,0.9616667,Wales,Wales
01/08/2022,0.83812499,Scotland,Scotland
01/08/2022,0.98642856,Northern Ireland,Northern Ireland
01/09/2022,1.0138462,London,England
01/09/2022,0.97831172,South East,England
01/09/2022,0.87545455,South West,England
01/09/2022,0.95333332,East Anglia,England
01/09/2022,0.94540542,East Midlands,England
01/09/2022,0.85000002,West Midlands,England
01/09/2022,0.87809527,Yorkshire & Humber,England
01/09/2022,0.99517244,North West,England
01/09/2022,0.77565217,North,England
01/09/2022,0.89541668,Wales,Wales
01/09/2022,0.81652176,Scotland,Scotland
01/09/2022,1.0471429,Northern Ireland,Northern Ireland
01/10/2022,1.0331818,London,England
01/10/2022,0.99599999,South East,England
01/10/2022,0.89093024,South West,England
01/10/2022,1.0052084,East Anglia,England
01/10/2022,0.99874997,East Midlands,England
01/10/2022,0.90914285,West Midlands,England
01/10/2022,0.9147619,Yorkshire & Humber,England
01/10/2022,0.99293107,North West,England
01/10/2022,0.94599998,North,England
01/10/2022,0.95909089,Wales,Wales
01/10/2022,0.84795916,Scotland,Scotland
01/10/2022,1.0846667,Northern Ireland,Northern Ireland
